State,County,metro,Min. Wage,ftmw1,ftmw2,avtw1,avtw2,"aftw2
",fmr0,fmr1,fmr2,fmr3,fmr4,fmr0F1,fmr0F2,fmr0A1,fmr0A2,aftw2,fmr1F1,fmr1F2,fmr1A1,fmr1A2,aftw2,fmr2F1,fmr2F2,fmr2A1,fmr2A2,aftw2,fmr3F1,fmr3F2,fmr3A1,fmr3A2,aftw2,fmr4F1,fmr4F2,fmr4A1,fmr4A2,aftw2
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Norfolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,55.58%,27.79%,64.44%,32.22%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,55.58%,27.79%,64.44%,32.22%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Plymouth County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",862,867,1133,1446,1531,55.26%,27.63%,64.07%,32.03%,29.67%,76.67%,38.33%,88.89%,44.44%,29.84%,72.63%,36.31%,84.21%,42.10%,39.00%,92.69%,46.35%,107.47%,53.73%,49.77%,98.14%,49.07%,113.79%,56.89%,52.69%
MA,Suffolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Suffolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Suffolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,76.67%,38.33%,88.89%,44.44%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Suffolk County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",1071,1196,1494,1861,2023,68.65%,34.33%,79.60%,39.80%,36.86%,53.08%,26.54%,61.54%,30.77%,41.16%,95.77%,47.88%,111.04%,55.52%,51.42%,119.29%,59.65%,138.31%,69.16%,64.05%,129.68%,64.84%,150.35%,75.18%,69.63%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",610,828,1025,1277,1518,39.10%,19.55%,45.34%,22.67%,20.99%,44.10%,22.05%,51.13%,25.57%,28.50%,65.71%,32.85%,76.18%,38.09%,35.28%,81.86%,40.93%,94.91%,47.45%,43.95%,97.31%,48.65%,112.82%,56.41%,52.25%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",531,688,816,1058,1445,34.04%,17.02%,39.46%,19.73%,18.28%,52.76%,26.38%,61.17%,30.58%,23.68%,52.31%,26.15%,60.65%,30.32%,28.08%,67.82%,33.91%,78.63%,39.32%,36.41%,92.63%,46.31%,107.40%,53.70%,49.73%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,50.96%,25.48%,59.09%,29.54%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",700,795,1076,1340,1438,44.87%,22.44%,52.03%,26.01%,24.09%,50.96%,25.48%,59.09%,29.54%,27.36%,68.97%,34.49%,79.97%,39.99%,37.03%,85.90%,42.95%,99.59%,49.80%,46.12%,92.18%,46.09%,106.87%,53.44%,49.49%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",700,795,1076,1340,1438,44.87%,22.44%,52.03%,26.01%,24.09%,50.96%,25.48%,59.09%,29.54%,27.36%,68.97%,34.49%,79.97%,39.99%,37.03%,85.90%,42.95%,99.59%,49.80%,46.12%,92.18%,46.09%,106.87%,53.44%,49.49%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",700,795,1076,1340,1438,44.87%,22.44%,52.03%,26.01%,24.09%,52.76%,26.38%,61.17%,30.58%,27.36%,68.97%,34.49%,79.97%,39.99%,37.03%,85.90%,42.95%,99.59%,49.80%,46.12%,92.18%,46.09%,106.87%,53.44%,49.49%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,52.76%,26.38%,61.17%,30.58%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,53.08%,26.54%,61.54%,30.77%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",610,828,1025,1277,1518,39.10%,19.55%,45.34%,22.67%,20.99%,53.08%,26.54%,61.54%,30.77%,28.50%,65.71%,32.85%,76.18%,38.09%,35.28%,81.86%,40.93%,94.91%,47.45%,43.95%,97.31%,48.65%,112.82%,56.41%,52.25%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",610,828,1025,1277,1518,39.10%,19.55%,45.34%,22.67%,20.99%,52.76%,26.38%,61.17%,30.58%,28.50%,65.71%,32.85%,76.18%,38.09%,35.28%,81.86%,40.93%,94.91%,47.45%,43.95%,97.31%,48.65%,112.82%,56.41%,52.25%
MA,Worcester County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",674,823,1036,1290,1411,43.21%,21.60%,50.09%,25.05%,23.20%,44.10%,22.05%,51.13%,25.57%,28.33%,66.41%,33.21%,77.00%,38.50%,35.66%,82.69%,41.35%,95.88%,47.94%,44.40%,90.45%,45.22%,104.87%,52.43%,48.56%
